source,target
artelius2013,lindqvist2010
fahlander2018,lindqvist2010
fahlander2016,lindqvist2010
ahfeldt2015,lindqvist2010
artelius2013,lundborg2007
artelius2013,nagy1976
artelius2013,olson1968
artelius2013,rudbeck1978
artelius2013,stromberg2005
artelius2013,zuesse1987
becker2012,ambrose1993
grupe2013,ambrose1993
linderholm2008,ambrose1993
knudson2012,ambrose1993
naumann2014,ambrose1993
price2018,ambrose1993
price2014,ambrose1993
price2012,ambrose1993
becker2012,ayliffe1990
price2018,ayliffe1990
becker2012,balasse2003
becker2012,batey1998
sindbaek2016,batey1998
becker2012,becker1998
becker2012,becker2011
grupe2013,becker2011
becker2012,behre2008
becker2012,benecke1982
becker2012,bentley2006
chenery2014,bentley2006
frei2012,bentley2006
krzewinska2018,bentley2006
knudson2012,bentley2006
montgomery2014,bentley2006
peschel2017,bentley2006
becker2012,bosl2006
becker2012,butzler1986
becker2012,buzon2010
becker2012,clementz2001
becker2012,doppler2010
grupe2013,doppler2010
becker2012,drouet2005
becker2012,elsner1989
becker2012,faure2005
pedersen2015,faure2005
price2011,faure2005
becker2012,frei2011
buckberry2014,frei2011
chenery2014,frei2011
lund2021,frei2011
frei2012,frei2011
gotfredsen2014,frei2011
harris2017,frei2011
henriksen2017,frei2011
montgomery2014,frei2011
price2012,frei2011
becker2012,fricke1998
becker2012,fry2006
grupe2013,fry2006
price2012,fry2006
becker2012,grupe2009
grupe2013,grupe2009
becker2012,grupe2010
grupe2013,grupe2010
becker2012,grupe2012
becker2012,heinrich1987
star2017,heinrich1987
becker2012,heinrich2006
grupe2013,heinrich2006
hilberg2014,heinrich2006
star2017,heinrich2006
becker2012,huster1983
becker2012,jacomet2010
becker2012,koch2007
becker2012,kohn1996
chenery2014,kohn1996
price2020,kohn1996
becker2012,kohn2002
becker2012,layman2007
becker2012,leethorp1989
knudson2012,leethorp1989
becker2012,lepiksaar1977
star2017,lepiksaar1977
becker2012,mewis2004
becker2012,miller2010
kristjansdottir2015,miller2010
becker2012,mullerwille2002
croix2015,mullerwille2002
grupe2013,mullerwille2002
ibsen2010,mullerwille2002
becker2012,newsome2004
grupe2013,newsome2004
becker2012,oconnor2004
becker2012,phillips2003
grupe2013,phillips2003
becker2012,pieper1995
becker2012,reichstein1991
becker2012,reichstein1966
becker2012,rozanski1992
becker2012,schmolcke2006
star2017,schmolcke2006
becker2012,schoeninger1984
knudson2012,schoeninger1984
becker2012,sjogren2009
chenery2014,sjogren2009
frei2012,sjogren2009
krzewinska2018,sjogren2009
knudson2012,sjogren2009
price2018,sjogren2009
nielsen2011,sjogren2009
peschel2017,sjogren2009
price2014,sjogren2009
price2011,sjogren2009
price2012,sjogren2009
price2019,sjogren2009
becker2012,smed2002
becker2012,stephan2008
becker2012,stevens2006
becker2012,surge2005
becker2012,taastrom1999
becker2012,tieszen1991
becker2012,vogel1989
becker2012,vogel2002
becker2012,vonlehmann1986
becker2012,west2010
barndon2018,dommasnes1976
halstadmcguire2010,dommasnes1976
barndon2018,stylegar2010
bill2017,stylegar2010
lund2019,stylegar2010
skre2011b,stylegar2010
moen2020,stylegar2010
barndon2018,stylegar2014
fredriksen2014,stylegar2014
barndon2018,straume1986
barndon2018,tarlow2016
lund2016,tarlow2016
williams2014,tarlow2016
williams2016,tarlow2016
barndon2018,oye1985
artelius2013,bmasstrom2001
artelius2013,lindqvist2012
beck2017,adams1991
beck2018,adams1991
beck2017,arnold2012
beck2017,bailey1990
beck2017,bailey2015
beck2017,bailey2007
beck2017,beck2014
tonning2020,beck2014
beck2017,becker1966
beck2017,becker1971
beck2018,becker1971
beck2017,berggren2009
beck2017,bille2016
beck2018,bille2016
beck2017,bloch1977
beck2017,boivin2008
beck2017,bowker2005
beck2017,cobb2012
beck2017,delanda2006
beck2018,delanda2006
beck2017,delanda2016
beck2018,delanda2016
beck2017,deleuze2005
beck2017,edgeworth2012
beck2017,eisenschmidt2013
beck2017,ejstrud2000
holst2010,ejstrud2000
beck2017,fahlander2003
beck2017,felding2013
beck2017,fundfortidsminder2017
beck2017,gell1992
fahlander2018,gell1992
beck2017,gerritsen1999
burstrom2014,gerritsen1999
holst2010,gerritsen1999
beck2017,gerritsen2008
beck2017,gosden2015
beck2018,gosden2015
beck2017,gramsch1996
beck2017,hamilakis2017
beck2018,hamilakis2017
beck2017,hansen2015
beck2018,hansen2015
rosvold2019,hansen2015
beck2017,harris1989
croix2015,harris1989
croix2019,harris1989
beck2017,holst1999
holst2010,holst1999
beck2017,holtorf1998
beck2017,holtorf2002
burstrom2014,holtorf2002
fredriksen2014,holtorf2002
lund2015,holtorf2002
beck2017,hvass1983
holst2010,hvass1983
oye2016,hvass1983
beck2017,hvass1985
holst2014,hvass1985
holst2010,hvass1985
beck2017,ingold2010
beck2017,jensen2005
beck2017,joy2009
burstrom2014,joy2009
burstrom2015,joy2009
lund2015,joy2009
lund2016,joy2009
beck2017,larsen2007
tveiten2017,larsen2007
beck2017,larsson2006
jessen2016,larsson2006
beck2017,laursen2017
beck2017,lucas2005
beck2018,lucas2005
fahlander2018,lucas2005
beck2017,lucas2008
milek2012,lucas2008
zoega2017,lucas2008
zori2013,lucas2008
frei2015,lucas2008
beck2017,lucas2012
beck2018,lucas2012
beck2017,mcanany2009
beck2017,mikkelsen1998
holst2014,mikkelsen1998
beck2017,sekretariat1997
beck2017,mikkelsen2016
beck2017,moller2010
beck2017,mud2014
beck2017,muller1906
beck2017,munn1992
beck2017,nasman1987
beck2018,nasman1987
beck2017,nativ2017
beck2017,olivier2011
burstrom2014,olivier2011
beck2017,olsen1968
beck2017,pauketat2005
beck2017,pearson1994
eriksen2013,pearson1994
beck2017,reynolds1994
sindbaek2011,reynolds1994
beck2017,rosenberg2010
beck2017,shennan1993
beck2017,slotsogkulturstyrelsen2017
beck2017,sorensen2015
beck2018,sorensen2015
beck2017,thomas1996
keller2016,thomas1996
lund2020,thomas1996
lund2004,thomas1996
lund2010,thomas1996
beck2017,tornbjerg1998
beck2018,tornbjerg1998
fabech2013,tornbjerg1998
holst2013,tornbjerg1998
jessen2016,tornbjerg1998
sindbaek2007,tornbjerg1998
skre2019,tornbjerg1998
beck2017,tringham2000
beck2017,vanoyen2015
beck2018,vanoyen2015
beck2017,villumsen2013
beck2017,witmore2013
beck2017,zimmermann1998
holst2010,zimmermann1998
fahlander2018,andersson1999
oye2014,andersson1999
roslund2015,jonsson2003
gustafsson2011,moberg1987
burstrom2014,olivier2004
magnell2010,palm2004
baug2019,askvik1990
baug2019,askvik2008
skre2011b,askvik2008
baug2019,askvik2014
baug2019,bakmark2014
baug2019,bazelmans2009
croix2019,bazelmans2009
baug2019,berglund1995
baug2019,bos2005
baug2019,bratrein1994
baug2019,buchwald2005
skre2011b,buchwald2005
baug2019,callmer1991
price2010,callmer1991
price2008a,callmer1991
rundkvist2010,callmer1991
skre2019,callmer1991
baug2019,callmer1998
borake2018,callmer1998
sindbaek2007,callmer1998
baug2019,callmer2007
croix2015,callmer2007
croix2019,callmer2007
hennius2018,callmer2007
pedersen2017,callmer2007
raninen2014,callmer2007
sindbaek2011,callmer2007
sindbaek2017,callmer2007
baug2019,coupland2002
baug2019,crosby1987
baug2019,curta2007
buckberry2014,curta2007
baug2019,delvaux2017
baug2019,downham2011
griffiths2019,downham2011
price2014a,downham2011
baug2019,eldorhagen2001
sindbaek2011,eldorhagen2001
baug2019,ellis1969
oehrl2017,ellis1969
baug2019,ellmers1985
skre2019,ellmers1985
baug2019,etchingham2014
skre2019,etchingham2014
baug2019,feveile2000
croix2019,feveile2000
osullivan2015,feveile2000
rundkvist2010,feveile2000
sindbaek2007,feveile2000
skre2011b,feveile2000
baug2019,gardner2007
baug2019,gaunt2000
baug2019,hald1991
baug2019,hansen2017a
rosvold2019,hansen2017a
star2017,hansen2017a
baug2019,hines1999
baug2019,hodges2001
baug2019,holand2003
baug2019,holberg2015
baug2019,holm2015
hartman2017,holm2015
baug2019,iversen2018
baug2019,jansen2001
baug2019,jellema1955
baug2019,jensen1993
christiansen2019,jensen1993
hillerdal2010,jensen1993
holst2014,jensen1993
baug2019,jesch2009
odeback2018,jesch2009
baug2019,kars1983
baug2017,kars1983
sindbaek2016,kars1983
sutherland2009,kars1983
baug2019,knol2017
baug2019,koht1919
baug2019,krol2006
baug2019,lebecq1990
baug2019,lebecq1999
baug2019,ljungkvist2009
kalmring2012,ljungkvist2009
skre2017,ljungkvist2009
skre2019,ljungkvist2009
sindbaek2017,ljungkvist2009
baug2019,lonaas2001
baug2019,moore1978
baug2019,moore1983
baug2019,myrvoll1991
baug2017,myrvoll1991
baug2019,nasman1986
bonde2016,nasman1986
baug2019,nicolay2005
ijssennagger2013,nicolay2005
baug2019,nicolay2017
croix2019,nicolay2017
baug2019,nilsen2016
baug2019,corrain1998
barrett2010,corrain1998
montgomery2014,corrain1998
skre2019,corrain1998
baug2019,pilo2011a
baug2017,pilo2011a
croix2015,pilo2011a
stene2017,pilo2011a
baug2019,resi1990
baug2017,resi1990
hilberg2014,resi1990
rosvold2019,resi1990
skre2011b,resi1990
baug2019,resi2008
skre2011b,resi2008
baug2019,roesdahl1995
baug2019,schreiner1928
baug2019,sheehan2008
hadley2016,sheehan2008
lund2020,sheehan2008
baug2019,sitzmann2008
skre2019,sitzmann2008
baug2019,sjovold1974
glorstad2015,sjovold1974
nielsen2011,sjovold1974
rundkvist2010,sjovold1974
baug2019,skre2018
skre2019,skre2018
baug2019,sode2017
baug2019,stenvik1997
tveiten2017,stenvik1997
baug2019,storli2006
nielsen2011,storli2006
baug2019,svennung1967
baug2019,walther2004
baug2019,wickham2008
baug2019,wilson1985
lund2010,wilson1985
baug2019,wood1983
fabech2013,wood1983
hilberg2018,wood1983
becker2012,plogmann2006
bill2017,bonde1994
kalmring2018,bonde1994
bill2017,brogger1917
bill2012,brogger1917
bill2016,brogger1917
christensen2013,brogger1917
hedeager2010,brogger1917
jahnsen2016,brogger1917
lucas2007,brogger1917
price2010,brogger1917
price2008a,brogger1917
ahfeldt2015,brogger1917
bill2017,dybwad1908
bill2017,johansen2016
bill2017,kluwernd
bill2017,mullerwille1970
price2010,mullerwille1970
price2008a,mullerwille1970
bill2017,paasche2010
baastrup2014,grahamcampbell2004
hadley2018,grahamcampbell2004
mcleod2011,grahamcampbell2004
baastrup2014,thomsen2009
jessen2016,thomsen2009
baastrup2014,aud1996
baastrup2014,aud1997
baastrup2014,wamers2005
imer2014,wamers2005
baastrup2014,lennarrsson1999
baastrup2014,brondsted1924
baastrup2014,skovmand1942
gardela2018,skovmand1942
ijssennagger2015,skovmand1942
lund2017,skovmand1942
runge2018,skovmand1942
baastrup2014,wamers1991
baastrup2014,lennartsson1999
baastrup2014,andersen1995
bonde2016,andersen1995
bill2012,andersen1995
fahlander2018,andersen1995
holst2013,andersen1995
lund2013,andersen1995
pedersen2006,andersen1995
skre2019,andersen1995
baastrup2014,brucemitford2005
bonde2016,brucemitford2005
hilberg2018,brucemitford2005
baastrup2014,roth2002
baastrup2014,wamers1994a
bonde2016,wamers1994a
christiansen2019,wamers1994a
halstadmcguire2010,wamers1994a
hilberg2018,wamers1994a
hilberg2014,wamers1994a
pedersen2015,wamers1994a
pedersen2017,wamers1994a
baastrup2014,lindahl2003
baastrup2014,aud1992
baastrup2014,aarsleff2008
baastrup2014,adamsen1997
baastrup2014,albrethsen2008
baastrup2014,lindahl1984
baastrup2014,thorvildsen1957
dobat2006,thorvildsen1957
raffield2014,bradley1998
bergstol2004,ambrosiani1984
edberg2019,ambrosiani1984
magnell2010,ambrosiani1984
bergstol2004,bergstel1997
bergstol2004,bergsvik2001
bergstol2004,boaz1999
bergstol2004,skre1998
fallgren2008,skre1998
naumann2014,skre1998
lund2013,skre1998
pedersen2006,skre1998
poulsen2011,skre1998
zachrisson2017,skre1998
skre2019,skre1998
stene2017,skre1998
oye2016,skre1998
bergstol2004,strade1997
bergstol2004,solberg2000
glorstad2015,solberg2000
stene2017,solberg2000
bergstol2004,storli1994
bergstol2004,sorensen1979
bill2017,shetelig1917
bonde2016,shetelig1917
hennius2018,shetelig1917
bill2017,norseng2010
bonde2016,allmae2011
price2020,allmae2011
bonde2016,andersen1991
price2008a,andersen1991
bonde2016,axboe1995
kelly2015,axboe1995
bonde2016,baillie1982
bonde2016,baillie1973
bonde2016,bjorkvik1999
bonde2016,bonde1995
bonde2016,bonde1997
bonde2016,bonde2005
bonde2016,bonde2007
bonde2016,bonde1993
bill2012,bonde1993
bill2016,bonde1993
bonde2016,bonde1982
beck2018,bonde1982
holst2013,bonde1982
lund2005,bonde1982
lund2004,bonde1982
lund2006,bonde1982
bonde2016,bonde2009
barrett2010,bonde2009
bill2012,bonde2009
sindbaek2011,bonde2009
bonde2016,brathen1982
bonde2016,brogger1951
hennius2018,brogger1951
bonde2016,brucemitford1964
bonde2016,carver1998
bill2012,carver1998
dobat2006,carver1998
macphail2013,carver1998
price2010,carver1998
bonde2016,christensen1995
bonde2016,christensen1993
fabech2013,christensen1993
fallgren2008,christensen1993
jessen2014,christensen1993
holst2014,christensen1993
holst2013,christensen1993
jessen2016,christensen1993
lucas2007,christensen1993
poulsen2011,christensen1993
bonde2016,christensen2003
bonde2016,christensen2004
bonde2016,christensen2007
eriksen2013,christensen2007
jessen2014,christensen2007
holst2014,christensen2007
holst2013,christensen2007
jessen2016,christensen2007
lund2016,christensen2007
bonde2016,christensen1994
bill2012,christensen1994
bonde2016,christensen1998
bill2012,christensen1998
bonde2016,christensen1987
beck2018,christensen1987
imer2014,christensen1987
helmbrecht2012,christensen1987
holst2013,christensen1987
bonde2016,eckstein1977
hilberg2014,eckstein1977
bonde2016,euforgen2009
bonde2016,evison2008
bonde2016,faegri1954
bonde2016,filmersankey1992
bonde2016,grieg1928
bill2012,grieg1928
bill2016,grieg1928
jahnsen2016,grieg1928
bonde2016,hines1992
bonde2016,hines1993
bonde2016,holand2001
baug2019,holand2001
bonde2016,hulten1971
bonde2016,hutchinson1994
bonde2016,kaennel1995
jessen2014,kaennel1995
bonde2016,lorangend
bonde2016,marsden1996
bonde2016,mullerwille1974
bonde2016,mullerwille1995
bonde2016,myhre1980
eriksen2013,myhre1980
fredriksen2014,myhre1980
bonde2016,myhre1998
barrett2010,myhre1998
bonde2016,myking2011
bonde2016,naess1969
bonde2016,nasman1984
fischer2011,nasman1984
bonde2016,nerman1948
bonde2016,nordenborgmyhre2004
bonde2016,opedal1998
bonde2016,opedal2005
bill2012,opedal2005
bonde2016,peets2013
price2014,peets2013
price2020,peets2013
bonde2016,reiersen2009
bonde2016,roesdahl1994
kershaw2009,roesdahl1994
bonde2016,schetelig1902
bonde2016,schetelig1906
bonde2016,schetelig1912
gardela2018,schetelig1912
bonde2016,shetelig1940
griffiths2019,shetelig1940
lund2010,shetelig1940
raffield2014,shetelig1940
bonde2016,sorensen2001
bill2012,sorensen2001
hilberg2014,sorensen2001
kalmring2018,sorensen2001
lund2013,sorensen2001
lund2017,sorensen2001
price2010,sorensen2001
price2014,sorensen2001
price2008a,sorensen2001
bonde2016,sylvester2009
bonde2016,vadstrup1994
baug2019,mcleod2014
baug2019,roesdahl2005
dugmore2007,roesdahl2005
hilberg2014,roesdahl2005
price2008a,roesdahl2005
frei2015,roesdahl2005
baug2019,verhulst2002
croix2019,verhulst2002
hilberg2014,verhulst2002
poulsen2011,verhulst2002
sindbaek2007,verhulst2002
skre2011b,verhulst2002
baug2019,vinsrygg1979
rundkvist2010,vinsrygg1979
barrett2010,andersen1988
feveile2017,andersen1988
barrett2010,smith2007
becket2013,smith2007
hillerdal2010,smith2007
barrett2010,barret2006
barrett2010,barret2004
barrett2010,barret2000
dugmore2007,barret2000
glorstad2017,barret2000
naumann2014,barret2000
mainland2018,barret2000
svendsen2016,barret2000
barrett2010,blackburn2008
gullbekk2011,blackburn2008
gullbekk2014,blackburn2008
ijssennagger2013,blackburn2008
pedersen2017,blackburn2008
sindbaek2011,blackburn2008
skre2011b,blackburn2008
barrett2010,brink2008b
hilberg2014,brink2008b
hillerdal2010,brink2008b
keller2016,brink2008b
lund2016,brink2008b
price2014a,brink2008b
price2019,brink2008b
vonholstein2014,brink2008b
warmlander2015,brink2008b
barrett2010,brooks1979
williams2015,brooks1979
barrett2010,buckland1990
baug2017,buckland1990
barrett2010,carver2004
barrett2010,crumlinpederson1995
harris2017,crumlinpederson1995
price2010,crumlinpederson1995
barrett2010,downham2000
barrett2010,forsyth1995
barrett2010,gaut2002
barrett2010,grahamcampbell1995
glorstad2014,grahamcampbell1995
ijssennagger2015,grahamcampbell1995
leonard2011,grahamcampbell1995
rogers2020,grahamcampbell1995
barrett2010,grahamcampbell1998
becket2013,grahamcampbell1998
hadley2018,grahamcampbell1998
harris2017,grahamcampbell1998
leonard2011,grahamcampbell1998
mainland2018,grahamcampbell1998
montgomery2014,grahamcampbell1998
sindbaek2016,grahamcampbell1998
vonholstein2014,grahamcampbell1998
barrett2010,grahamcampbell2001
glorstad2015,grahamcampbell2001
keller2016,grahamcampbell2001
kershaw2017,grahamcampbell2001
raffield2016,grahamcampbell2001
barrett2010,grahamcampbell2003
barrett2010,gudmundsson1965
barrett2010,hermannsaudardotir1991
barrett2010,hines1996
barrett2010,howlet1999
barrett2010,metcalf2007
barrett2010,roesdahl2003b
barrett2010,myhre2003
bill2012,myhre2003
raffield2016,myhre2003
tonning2020,myhre2003
skre2019,myhre2003
barrett2010,paasche2006
barrett2010,ralston1997
barrett2010,randsborg1995
barrett2010,randsborg2000
barrett2010,sawyer2003
barrett2010,smyth1984
barrett2010,wamers1998a
bonde2016,wamers1998a
griffiths2019,wamers1998a
rogers2020,wamers1998a
barrett2010,weber1991
vonholstein2014,weber1991
barrett2010,whitelock1961
hadley2016,whitelock1961
hadley2018,whitelock1961
richards2018,whitelock1961
baug2019,mierow1915
milek2012,andersson2003
price2006,andersson2003
sindbaek2007,andersson2003
oye2014,andersson2003
oye2014,benderjorgensen2005
hennius2018,cooke2002
neiss2016,kastholm2009
fredriksen2014,myhre2002
fallgren2008,myhre2002
lund2006,myhre2002
stene2017,myhre2002
oye2014,martensson2006
hilberg2018,norgard1999
holst2014,norgard1999
lund2008,norgard1999
lund2005,norgard1999
lund2004,norgard1999
price2020,norgard1999
price2019,norgard1999
oye2014,rabben2002
bergstol2004,amundsen2003
nielsen2011,amundsen2003
baug2017,alfsen1979
baug2017,baug2002
oye2014,baug2002
baug2017,birkedahl1997
sindbaek2007,birkedahl1997
baug2017,birkedahl2000
holst2014,birkedahl2000
sindbaek2007,birkedahl2000
baug2017,bl1923
baug2017,christophersen1991
skre2011b,christophersen1991
baug2017,crawford2002
barrett2010,crawford2002
baug2017,gestsson1959
baug2017,magnusson1971
baug2017,morcken1964
baug2017,nielssen2014
star2017,nielssen2014
baug2017,nymoen2011
baug2017,pilo2007
croix2015,pilo2007
croix2019,pilo2007
feveile2011,pilo2007
feveile2012,pilo2007
hillerdal2010,pilo2007
jessen2016,pilo2007
rundkvist2010,pilo2007
wouters2016,pilo2007
skre2011a,pilo2007
baug2017,risbol1994
glorstad2017,risbol1994
sindbaek2016,risbol1994
baug2017,schou2007
glorstad2017,schou2007
baug2017,schon1995
hilberg2014,schon1995
sindbaek2007,schon1995
baug2017,sigurdsson1999
zoega2017,sigurdsson1999
bergstol2004,jones1999
lund2021,billnd
schneidhofer2017,bill2013
glorstad2017,callmer1977
gustin2017,callmer1977
hilberg2014,callmer1977
osullivan2015,callmer1977
sindbaek2007,callmer1977
rundkvist2010,callmer1977
warmlander2015,callmer1977
schneidhofer2017,gansum1995
moen2020,gansum1995
schneidhofer2017,hinsch1945
price2010,hougen1993
henriksen2017,jankuhn1986
burstrom2014,kilger2008
burstrom2015,kilger2008
gardela2018,kilger2008
hilberg2014,kilger2008
ijssennagger2013,kilger2008
kemmers2011,kilger2008
lund2017,kilger2008
lund2016,kilger2008
sindbaek2011,kilger2008
skre2017,kilger2008
skre2011b,kilger2008
hilberg2018,kleingartner2014
price2018,kleingartner2014
tummuscheit2014,larsen2011
oye2016,larsen2011
glorstad2017,martens1988
loftsgarden2019,martens1988
tveiten2017,martens1988
stene2017,martens1988
baug2017,oye2011
osullivan2015,oye2011
richards2018,oye2011
oye2014,oye2011
oye2016,oye2011
moen2020,oye2011
ellingsen2019,pedersen2001
gardela2018,pedersen2001
skre2017,pedersen2001
skre2011b,rispling2008
skre2017,sperber1996
jagodzinski2014,steuer1997
bill2012,brather1992
bill2012,capelle1978
lund2013,capelle1978
lund2017,capelle1978
bill2012,capelle2000
bill2012,daly2011
bill2012,gansum1996
bill2012,geary1994
lund2013,geary1994
lund2017,geary1994
lund2016,geary1994
bill2012,holck2009
bill2016,holck2009
bill2012,krogh1982
dugmore2007,krogh1982
keller2016,krogh1982
lund2020,krogh1982
lund2013,krogh1982
lund2016,krogh1982
lund2017,krogh1982
bill2012,kummel2009
lund2017,kummel2009
bill2012,larsen2004
skre2011b,larsen2004
tveiten2017,larsen2004
bill2012,marstrander1986
bill2012,mullerwille1976
price2010,mullerwille1976
price2008a,mullerwille1976
ulriksen2018,mullerwille1976
bill2012,mullerwille1992
bill2012,nicolaysennda
macphail2013,nicolaysennda
price2010,nicolaysennda
price2008a,nicolaysennda
schneidhofer2017,nicolaysennda
bill2012,randsborg1998
fahlander2016,randsborg1998
bill2012,roesdahl2008
jessen2014,roesdahl2008
holst2013,roesdahl2008
price2011,roesdahl2008
bill2012,sigurdsson2003
bill2012,steinsland2002
eriksen2013,steinsland2002
roslund2017,steinsland2002
bill2012,vanhaperen2010
lund2017,vanhaperen2010
baug2017,berg2015
star2017,berg2015
becket2013,anderson1907
harris2017,anderson1907
becket2013,becket2010
becket2013,curle1982
vonholstein2014,curle1982
becket2013,dickson2000
becket2013,edlin1973
becket2013,fentz1992
becket2013,grahamcampbell2002
becket2013,grieg1940
osullivan2015,grieg1940
rogers2020,grieg1940
becket2013,grieve1923
becket2013,harman1981
toplak2018,harman1981
becket2013,loder1935
becket2013,morgan2012
becket2013,mcneillnd
becket2013,ottaway1992
richards2018,ottaway1992
rogers2020,ottaway1992
burstrom2014,allerton2007
burstrom2015,allerton2007
burstrom2014,barthes1971
burstrom2014,barthes1986
lund2004,barthes1986
burstrom2014,bellamy2012
burstrom2014,bender1998
solli2011,bender1998
burstrom2014,blackwell2007
burstrom2014,blackwell2012
burstrom2014,brisholm1997
burstrom2014,burstrom1996
wickholm2006,burstrom1996
williams2016,burstrom1996
burstrom2014,burstrom1998
kemmers2011,burstrom1998
burstrom2014,dannehl2009
burstrom2014,demarrais2004
price2010,demarrais2004
burstrom2014,denzin1989
burstrom2014,derrida1978
kemmers2011,derrida1978
burstrom2014,douglas1993
burstrom2014,eckardt2003
kemmers2011,eckardt2003
burstrom2014,elfver2008
burstrom2014,epstein1991
burstrom2014,foucault1978
burstrom2014,friedel1993
burstrom2014,gaitanammann2005
burstrom2014,gilchrist2000
burstrom2014,gildonnd
burstrom2014,golofast2003
burstrom2014,gordon2009
burstrom2014,gosden2005
burstrom2015,gosden2005
lund2020,gosden2005
lund2015,gosden2005
lund2017,gosden2005
burstrom2014,halse2006
burstrom2014,hamilakis1999
burstrom2014,hardh1996
burstrom2015,hardh1996
hrnjic2018,hardh1996
ijssennagger2015,hardh1996
pedersen2017,hardh1996
raninen2014,hardh1996
sindbaek2011,hardh1996
skre2017,hardh1996
burstrom2014,heffernan1988
burstrom2014,herva2010
burstrom2014,hibbert1969
burstrom2014,hicks2010
burstrom2015,hicks2010
burstrom2014,hodder2012
burstrom2015,hodder2012
fredriksen2014,hodder2012
solli2018,hodder2012
burstrom2014,holtorf2001
burstrom2014,holtorf2008
burstrom2014,hoskins1998
lund2015,hoskins1998
lund2010,hoskins1998
lund2017,hoskins1998
lund2016,hoskins1998
burstrom2014,humphrey2003
burstrom2014,johnsonnd
burstrom2014,jonsdottir1982
burstrom2014,jonsson1997
burstrom2014,joy2000
burstrom2014,joyce2000
burstrom2014,kilnernd
burstrom2014,kopytoff1986
fredriksen2014,kopytoff1986
glorstad2015,kopytoff1986
holst2014,kopytoff1986
lund2008,kopytoff1986
lund2015,kopytoff1986
lund2016,kopytoff1986
lund2017,kopytoff1986
burstrom2014,lamb2011
burstrom2014,lamotta2012
burstrom2014,latour1992
burstrom2014,lindqvist1936
gustavsson2015,lindqvist1936
ljungkvist2015,lindqvist1936
lund2016,lindqvist1936
burstrom2014,martindale2009
burstrom2015,martindale2009
burstrom2014,mcnaughton2006
burstrom2014,meskell2004
burstrom2015,meskell2004
burstrom2014,meskell2005
solli2011,meskell2005
burstrom2014,michell1982
burstrom2014,miller2000
burstrom2014,nevett1999
burstrom2014,novarr1986
burstrom2014,olsen2003
fredriksen2014,olsen2003
kemmers2011,olsen2003
nielsen2011,olsen2003
price2010,olsen2003
raninen2014,olsen2003
solli2018,olsen2003
solli2011,olsen2003
burstrom2014,olsen2010
burstrom2015,olsen2010
solli2018,olsen2010
solli2011,olsen2010
burstrom2014,olsen2012
beck2018,olsen2012
burstrom2015,olsen2012
helama2017,olsen2012
burstrom2014,ostergren1990
myrberg2008,ostergren1990
burstrom2014,polkey1999
burstrom2014,roos2003
burstrom2014,roymans1995
lund2016,roymans1995
burstrom2014,shanks1998
kemmers2011,shanks1998
burstrom2014,sofaer2007
burstrom2014,spangen2005
burstrom2015,spangen2005
glorstad2014,spangen2005
ijssennagger2013,spangen2005
lund2008,spangen2005
lund2015,spangen2005
lund2010,spangen2005
nielsen2011,spangen2005
burstrom2014,stewart1993
burstrom2014,strathern1988
hedeager2010,strathern1988
burstrom2014,thompsonnd
burstrom2014,tilley1996
burstrom2014,valenze2006
burstrom2014,vellinga1999
burstrom2014,weiner1992
burstrom2015,weiner1992
glorstad2015,weiner1992
burstrom2014,wilson2008
domeijlundborg2012,wilson2008
kalmring2018,wilson2008
leonard2011,wilson2008
mcleod2011,wilson2008
milek2013,wilson2008
osullivan2015,wilson2008
rogers2020,wilson2008
ahfeldt2015,wilson2008
burstrom2014,witmore2007
burstrom2015,witmore2007
burstrom2014,woolf1967
jackson2018,armstrong2017
raffield2019,boggs2016
boyd2013,boyd2009
catlin2016,cooper2012
catlin2016,costanza2007
catlin2016,crumley1993
borake2018,crumley2015
catlin2016,ipcc2014
hartman2017,ipcc2014
catlin2016,lane2015
hartman2017,nelson2016
jackson2018,nelson2016
carver2015,nielsen2013
jackson2018,obrien2012
jackson2018,odlingsmee2013
jackson2018,riede2018
jackson2018,rockman2009
catlin2016,rockman2012
jackson2018,svenning2013
chenery2014,whitehead1998
bill2012,schetelig1917
bill2016,schetelig1917
boyd2013,andersson2007
fahlander2018,andersson2007
osullivan2015,andersson2007
boyd2013,biddle1976
croix2015,biddle1976
boyd2013,christiansen2006
croix2015,christiansen2006
christiansen2019,christiansen2006
moen2020,christiansen2006
boyd2013,dommasnes1982
gardela2018,dommasnes1982
halstadmcguire2010,dommasnes1982
raffield2016,dommasnes1982
raffield2018,dommasnes1982
moen2020,dommasnes1982
boyd2013,easthope2004
boyd2013,flanders2004
boyd2013,geraghty1996
kelly2015,geraghty1996
knudson2012,geraghty1996
boyd2013,gonzalesmarcen2008
boyd2013,hall1994
boyd2013,hamerow2002
croix2019,hamerow2002
hillerdal2010,hamerow2002
holst2014,hamerow2002
holst2010,hamerow2002
boyd2013,hurley1997
knudson2012,hurley1997
boyd2013,jesch1991
croix2015,jesch1991
gardela2018,jesch1991
halstadmcguire2010,jesch1991
henriksen2017,jesch1991
lund2020,jesch1991
milek2012,jesch1991
price2019,jesch1991
raffield2018,jesch1991
raffield2019,jesch1991
rosengren2010,jesch1991
sindbaek2011,jesch1991
moen2020,jesch1991
boyd2013,kelly1988
knudson2012,kelly1988
boyd2013,mcalister2003
boyd2013,milek2006
macphail2016,milek2006
milek2012,milek2006
