citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
viii2010,,2010,F2,misc,Viii Т. К.,,0.5,0,0,False
tolochko2010,Ещё раз о проблеме становления древнерусских городов // диалог культур и народов средневековой европы. к 60-летию со дня рождения е,2010,F2,book,Толочко П. П.,,0.667,0,0,False
tolochko1973,Розкопки Києвоподолу,1973,F2,book,Толочко П. П.,,0.667,0,0,False
tolstoind,Древнейшие русские монеты Великого княжества Киевского,1882,F2,article,Толстой И. И.,,0.667,0,0,False
tolstoinda,Первое и второе добавления гр. И. И. Толстого к сочинению «Древнейшие Русские монеты». Читаны в заседаниях III (историко-филологического) отделения Императорской Академии наук 2 и 16 окт. 1884 г. СПб,1884,F2,book,Толстой И. И.,,0.778,0,0,False
tomashevskii2004,Археологiчнi дослiдження лiтописного Вручого в Овруцькому проектi // Стародавнiй Iскоростень i слов'янськi гради VIII-X ст,2004,F2,book,Томашевський А. П.,,0.667,0,0,False
tomsinskii1990,Углече Поле в IX-XIII вв,1990,F2,article,Томсинский С. В.,,0.667,0,0,False
treadgold1990,Three Byzantine Provinces and the Byzantine Contacts with the Rus' // Harvard Ukranian Studies 12-13,1990,F2,book,Treadgold W.,,0.667,0,0,False
trunte1974,Doctrina Christiana: Untersuchungen zu Kompilation und Quellen der sogenannten,1974,F2,incollection,Trunte H.,,0.833,0,0,False
tvorogov1974,Повесть временных лет и Хронограф по великому изложению // ТОДРЛ,1974,F2,article,Творогов О. В.,,0.833,0,0,False
tvorogov1976,Повесть временных лет и Начальный свод (текстологический комментарий) // ТОДРЛ. 1976. Т. 30,1976,F2,article,Творогов О. В.,,0.75,0,0,False
tvorogov1997,Существовала ли третья редакция Повести временных лет? // In memoriam: сборник памяти Я,1997,F2,article,Творогов О. В.,,0.75,0,0,False
ubbab1901,Urkundenbuch der Babenberger in Österreich,1901,F2,book,Ub Bab,,0.778,0,0,False
ushakov1901,Псковский Городец и Мирож как места первых псковских поселений // ЗРАО,1901,F2,book,Ушаков Ф. А.,,0.667,0,0,False
uvarovnd,Меряне и их быт по курганным раскопкам. Труды I Археологического съезда в Москве,1871,F2,article,Уваров А. С.,,0.667,0,0,False
uvarova1907,Каталог собрания древностей графа,1907,F2,article,Уварова А. С.,,0.667,0,0,False
uzianov1980,Переверзевское II городище // АО,1980,F2,book,Узянов А. А.,,0.667,0,0,False
uzianov1982,Динамика технологического стереоти-Anhang Vilkul,1982,F2,book,Узянов А. А.,,0.667,0,0,False
vilkul2006,Летописные вставки из Повести временных лет в Сильвестровско-минейной редакции Сказания о св,2006,F2,book,Вилкул Т.,,0.667,0,0,False
vilkul2007,Повесть временных лет и Хронограф // Palaeoslavica,2007,F2,book,Вилкул Т.,,0.667,0,0,False
vilkul1984,Иудейский и софийский хронографы в истории древнерусской хронографии // palaeoslavica,1984,F2,book,Вилкул Т.,,0.778,0,0,False
vinnikov1984,Славянские курганы лесостепного Дона,1984,F2,article,Винников А. З.,,0.667,0,0,False
vinnikov1995,Славяне лесостепного Дона в раннем Средневековье (VIII -начало XI века),1995,F2,book,Винников А. З.,,0.667,0,0,False
chunrnd,Vita Chunradi archiepiscopi Salisburgensis,1854,F2,book,Chunr Vita,,0.667,0,0,False
vodolazkin2008,Всемирная история в литературе Древней Руси,2008,F2,book,Водолазкин Е. Г.,,0.667,0,0,False
voeikovnd,О найденных древних русских монетах (письмо из Киева от 20 июня) // Вестник Европы. Ч. 87. М,1816,F2,book,Воейков А.,,0.667,0,0,False
voeikovnda,Таблица рисунков монет к статье «о найденных древних русских монетах,1816,F2,book,Воейков А.,,0.667,0,0,False
volknernd,Auszug aus dem Russisch-Kaiserlichen Collegienraths Chrsti. Friedr. Völkners in St. Petersburg bis jetzt noch ungedruckter Einleitung zu der Skizze der ersten und zweiten Epoche einer Geschichte der Russen // Allgemeiner Literarischer Anzeiger,1797,F2,book,Völkner,,0.667,0,0,False
voloshinskiind,"Описание древних русских монет, принадлежащих Минцкабинету Императорского университета св. Владимира, из числа найденных близ Нежина в мае месяце 1852 г. XIII + 14 с. (Труды Комиссии высочайше утверждённой при Императорском университете св. Владимира для описания губерний Киевского учебного округа",1853,F2,book,Волошинский Я.,,0.667,0,0,False
vorobev1945,Волоковые пути на главном водоразделе русской равнины,1945,F2,book,Воробьев В. М.,,0.667,0,0,False
voronin1945,Памятники владимиро-суздальского зодчества XI-XIII вв,1945,F2,book,Воронин Н. Н.,,0.667,0,0,False
voronin1946,Боголюбовский киворий // КСИИМК,1946,F2,article,Воронин Н. Н.,,0.75,0,0,False
voronin1949,Оборонительные сооружения Владимира XII в,1949,F2,book,Воронин Н. Н.,,0.667,0,0,False
voznesenskaia2003,Технологические особенности ножей из раскопок Шестовицкого могильника // Дружинні старожитності Центрально-Східної Європи VIII-X ст,2003,F2,book,Вознесенская Г. А.,,0.667,0,0,False
voznesenskaia2005,Технологические традиции // археология и естественнонаучные методы,2005,F2,book,Вознесенская Г. А.,,0.667,0,0,False
waitznd,Deutsche Verfassungsgeschichte. 12,1885,F2,book,Waitz G.,,0.778,0,0,False
weinrich1977,"Quellen zur deutschen Verfassungs-, Wirtschafts-und Sozialgeschichte bis 1250, ausgewählt und übersetzt von L. Weinrich (Ausgewählte Quellen zur deutschen Geschichte des Mittelalters",1977,F2,article,Weinrich L.,,0.75,0,0,False
wolfram1985,Ethnogenesen im frühmittelalterlichen Donau-und Ostalpenraum (6. bis 10. Jh.) // Frühmittelalterliche Ethnogenese im Alpenraum. Sigmaringen (Nationes. Bd. 5). S,1985,F2,article,Wolfram Herwig,,0.75,0,0,False
zakharov2001,К вопросу о методике раскопок средневековых поселений // КСИА,2001,F2,article,Захаров С. Д.,,0.75,0,0,False
zakharov2008,"Методика промывки культурного слоя при раскопках средневековых поселений // археологическая экспедиция: новейшие достижения в изучении историко-культурного наследия евразии (материалы всероссийской научной конференции, посвящённой 35-летию камско-вятской археологической экспедиции)",2008,F2,article,Захаров С. Д.,,0.667,0,0,False
zakharov2010,Торгово-экономические отношения Руси и Волжской Болгарии (по материалам средневековых памятников Русского Се,2010,F2,book,Захаров С. Д.,,0.667,0,0,False
zakharov2011,Крутик: новые открытия // Труды III (XIX) Всероссийского археологического съезда,2011,F2,book,Захаров С. Д.,,0.667,0,0,False
zakharov1991,К оценке историко-культурной ситуации в центральном Белозерье на рубеже тысячелетий // Вестник РГНФ,1991,F2,article,Захаров С. Д.,,0.833,0,0,False
zaitsev1991,"О топографии кладов куфических монет x в., обрезанных в кружок // гэ. итоги научноисследовательской и хранительской деятельности за",1991,F2,article,Зайцев В. В.,,0.667,0,0,False
zaitsev2005,О новых находках древнерусских монет X-XI вв. // Средневековая нумизматика Восточной Европы,2005,F2,article,Зайцев В. В.,,0.833,0,0,False
zaitseva1993,Пояса могильника Минино // РА,1993,F2,book,Зайцева И. Е.,,0.667,0,0,False
popov1993,Новые данные по абсолютной хронологии археологических памятников Северо-Запада России // Древности Северо-Запада. СПб,1993,F2,book,Попов Г. И.,,0.667,0,0,False
zakurina2008,Археологические раскопки на Завеличье (Изборские IX-XI раскопы,2008,F2,book,Закурина Т. Ю.,,0.667,0,0,False
zankin1992,Історична топографія й гео морфологія стародавнього Київського Подолу IX-XVIII ст,1992,F2,book,Занкін А. Б.,,0.667,0,0,False
zarina1992,Die Kontakte der Liven mit skandinavischen Ländern nach den Schmucksachen des Gräberfeldes aus dem,1992,F2,book,Zariņa A.,,0.667,0,0,False
zavialov2004,О находках древнерусских монет на территории Таманского полуострова // Двенадцатая ВНК: тез. докл. и сообщ. М,2004,F2,book,Завьялов С. Л.,,0.667,0,0,False
zavjalov2012,,2012,F2,misc,Zavjalov,,0.5,0,0,False
zavialov2012,Традиции и инновации в производственной культуре Северной Руси,2012,F2,book,Завьялов В. И.,,0.667,0,0,False
zazovskaia1995,"Палеоландшафты Гнёздова: реконструкции, перспективы исследования // Гнёздово: 125 лет исследования памятника. М. (Труды ГИМ. Вып. 124)",1995,F2,book,Зазовская Э. П.,,0.667,0,0,False
ziborov1992,О летописи Нестора. Основной летописный свод в русском летописании XI в. Л,1992,F2,article,Зиборов В. К.,,0.667,0,0,False
zotsenko1992,Волжская система путей сообщений в истории Южной Руси // Путь из Булгара в Киев,1992,F2,book,Зоценко В. Н.,,0.778,0,0,False
zotsenko2003,Скандинавские древности и топография киева «дружинного,2003,F2,book,Зоценко В. Н.,,0.667,0,0,False
zotsenko2009,Древнерусский Вышгород. Историкоархеологический обзор // Борисо-Глебский сборник,2009,F2,article,Зоценко В. Н.,,0.667,0,0,False
zotsenko2006,"Киевский некрополь-іі: место в исторической топографии города, типология погребального инвентаря, хронология // славяно-русское ювелирное дело и его истоки",2006,F2,book,Зоценко В. Н.,,0.667,0,0,False
zotsenko1952,Типологія та хронологія артефактів «скандинавського» типу із розкопок стародавнього іскоростеня // русь на перехресті світів (міжнародні впливи на формування давньоруської держави) ix-xi ст,1952,F2,article,Зоценко В. Н.,,0.667,0,0,False
zozulia2008,Комплекс вооружения могильников Ярославского Поволжья X-XI вв,2008,F2,incollection,Зозуля С. С.,,0.667,0,0,False
zozulia2011,Датировка камерного погребения в кургане 348 тимерёвского некрополя // новые материалы и методы археологического исследования,2011,F2,book,Зозуля С. С.,,0.667,0,0,False
zozulia2010,Английский денарий начала IX в. из Тимерёвского археологического комплекса,2010,F2,incollection,Зозуля С. С.,,0.667,0,0,False
zubkova1995,Опыт исследования и реконструкции текстиля из раскопок погребений в пскове // хорошие дни,1995,F2,article,Зубкова Е. С.,,0.667,0,0,False
zuckerman1995,On the date of the Khazars' Conversion to Judaism and the Chronology of the Kings of the Rus Oleg and Igor // Revue des Etudes Byzantines,1995,F2,book,Zuckerman C.,,0.667,0,0,False
tsukerman1996,"Русь, Византия и Хазария в середине Х века: проблемы хронологии",1996,F2,article,Цукерман К.,,0.833,0,0,False
tsukerman2007,Перестройка древнейшей русской истории // у истоков русской государственности. к 30-летию археологического изучения новгородского рюрикова городища и новгородской областной археологической экспедиции,2007,F2,article,Цукерман К.,,0.667,0,0,False
tsukerman2003,Наблюдения над сложением древнейших источников летописи // борисо-глебский сборник = collectanea borisoglebica,2003,F2,book,Цукерман К.,,0.778,0,0,False
zvizdetskii2003,Давньоруські кургани на півоколиці м. Коростеня // Дружинні старожитності Центрально-Східної Європи VIII-ХІ ст,2003,F2,article,Звіздецький Б. А.,,0.667,0,0,False
zvizdetskii1998,Городища IX-XIII ст. на території літописних древлян,1998,F2,book,Звіздецький Б. А.,,0.667,0,0,False
zvizdetskii1994,Історична топографія стародавнього іскоростень за матеріалами розвідки,1994,F2,incollection,Звіздецький Б. А.,,0.667,0,0,False
zvizdetskii1999,"Псков АН СССР -Академия наук СССР АСГЭ -Археологический сборник Государственного Эрмитажа. Л. ВБИ -Византийская библиотека. Исследования. СПб. ВВ -Византийский временник. М. ВИ -Вопросы истории. М. ВИД -Вспомогательные исторические дисциплины. Л. ВНК -Всероссийская нумизматическая конференция ГАЗ -Гістарычна-археалагічны зборнік. Мн. ГАИМК -Государственная академия материальной культуры ГИМ -Государственный исторический музей ГМЗРК -Государственный музей-заповедник «Ростовский кремль» ГММК -историко-культурный музей-заповедник «Московский Кремль» ГПБ -Государственная Публичная библиотека им. М. Е. Салтыкова-Щедрина ГСМ -Греческий и славянский мир в Средние века и раннее Новое время: сб. ст. к 70-летию акад. Г. Г. Литаврина. М., 1996. (Славяне и их соседи. Вып. 6). ГЭ -Государственный Эрмитаж Siglen -Древнейшие государства Восточной Европы (до 1991 г.: Древнейшие государства на территории СССР: материалы и исследования). М. ДИ -Древнейшие источники по истории Восточной Европы (до 1991 г.: Древнейшие источники по истории народов СССР). М. ДРСЗИ -Древняя Русь в свете зарубежных источников / под ред",1999,F2,incollection,Звіздецький Б. А.,,0.75,0,0,False
zharnov1991,Женские скандинавские погребения в гнёздове // смоленск и гнёздово (к истории древне русского города),1991,F2,book,Жарнов Ю. Э.,,0.778,0,0,False
zharnov1992,Погребальный обряд в древней руси по материалам гнёздовского некрополя: автореф. дис. … канд. ист. наук,1992,F2,book,Жарнов Ю. Э.,,0.778,0,0,False
zharnov1998,Гнёздовские курганы с остатками трупоположения // историческая археология,1998,F2,article,Жарнов Ю. Э.,,0.667,0,0,False
zharnov1982,"Гнёздово, Тимерёво, Шестовица: историографический миф об однотипности этих памятников // Гнёздово: 125 лет исследования памятника. М. (Труды ГИМ",1982,F2,book,Жарнов Ю. Э.,,0.667,0,0,False
zhekulin1979,Историческая география: предмет и методы Л,1979,F2,book,Жекулин В. С.,,0.667,0,0,False
zhilina1960,Anhang ІАНАН України -Інститут археології Національ ної академії наук України КСИА -Краткие сообщения [о докладах и полевых исследованиях] Института археологии АН СССР,1960,F2,incollection,Жилина Н. В.,,0.667,0,0,False
nenumizmatikaiepigrafika2006,"ПВЛ -Повесть временных лет ПСРЛ -Полное собрание русских летописей ПСРЛ. Т. I -Полное собрание русских летописей. Т. I: Лаврентьевская летопись и Суздальская ле топись по Академическому списку. М., 1962 ПСРЛ. Т. II -Полное собрание русских летописей. Т. II: Ипатьевская летопись. М., 1998 РА -Российская археология. М. РАН -Российская академия наук РГНФ -Российский гуманитарный научный фонд СА -Советская археология. М. -Свод археологических источников СГЭ -Сообщения Государственного Эрмитажа. Л., СПб. СлРЯ -Словарь русского языка XI-XVII вв. М. СС -Скандинавский сборник СЭ -Советская этнография. М. ТАЭ -Тульская археологическая экспедиция ТОДРЛ -Труды Отдела древнерусской литературы Института русской литературы Российской академии наук УРСР -Українська Радянська Соціалістична Республіка ЧИОНЛ -Чтения в историческом обществе Несторалетописца AQuDGM -Ausgewählte Quellen zur deutschen Geschichte des Mittelalters",2006,F2,incollection,Нэ -Нумизматика И Эпиграфика М. М.,,0.833,0,0,False
andren2004j,Trädet mellan idé och realitet i nordisk tradition,2004,F2,misc,,,0.5,1,0,False
beskowsjoberg1987,"Ölands järnåldersgravfält, 4 vols",1987,F2,book,,,0.556,1,0,False
crumlinpedersen1995d,The Ship as Symbol in Prehistoric and Medieval Scandinavia. (PNM -Publications from the National Museum 1),1995,F2,book,,,0.556,1,0,False
t1999,The Loved Body's Corruption. Archaeological Contributions to the Study of Human Mortality,1999,F2,book,,,0.667,1,0,False
grahamcampbell1998j,The early Viking Age in the Irish Sea area,1998,F2,misc,Graham-Campbell James,,0.75,6,0,False
hollander1964,Heimskringla: History of the Kings of Norway,1964,F2,misc,Snorri Sturluson ;. L. M.,,0.75,3,0,False
price1989a,The Chemistry of Prehistoric Human Bone,1989,F2,book,"Price The Viking World, ed. Stefan Brink and Neil S.",,0.889,4,0,False
whitley2008,Bodylore and the Archaeology of Embedded Religion: Dramatic Licence in the Funerals of the Vikings,2008,F2,misc,,,0.5,1,0,False
skaarup1972,Rejsekammeraten,1972,F2,article,Skaarup J.,,0.833,1,0,False
terry1990,Poems of the Elder Edda,1990,F2,book,Terry P.,,0.778,1,0,False
ludtke2001,Ceramics,2001,F2,misc,Lüdtke Jörg,,0.75,2,0,False
barabas2003,Central Place Theory and the Basic Inequality of Sites,2003,F2,misc,Barabaś Albert,,0.75,1,0,False
brinch1991,"Mogens Bencard, Aino kann rasmussen, and Helge Brinch Madsen, 6 vols (esbjerg: sydjysk universitets Forlag, 1984), ii",1991,F2,incollection,Brinch Helge,,0.833,1,0,False
jansson2008,"For discussion and references, see stefan brink, 'law and society: polities and legal customs in viking scandinavia",2008,F2,misc,Jansson Ovala,,0.75,1,0,False
hakonshetelig1917,"Wamers' interpretation is endorsed by, among others, martin rundkvist, 'recension: ""völker an nord-und ostsee und die franken: akten des 48. sachsensymposiums",1917,F2,incollection,Håkon Shetelig,,0.833,1,0,False
harrison2010,Small holder farming in early medieval Iceland: Skuggi in Hörgárdalur,2010,F2,article,Harrison ;. R.,,0.833,3,0,False
russell2007,The Excavation,2007,F2,incollection,Russell I. R.,,0.833,1,0,False
budd2014,Investigating Population Movement,2014,F2,article,Budd,,0.75,1,0,False
score2010,Mass Execution Burial of Viking Raiders,2010,F2,article,Score D.,,0.833,1,0,False
lundraffield1989,Allies of God or Man? The Viking Expansion in a European Context,1989,F2,article,Lund ; Raffield N.,10.1484/j.viator.2.301347,0.833,1,0,False
griffiths1997,The Dread of Something after Death: Violation and Desecration on the Isle of Man in the Tenth Century,1997,F2,incollection,"Griffiths Dodd, Goodwin,",,0.917,2,0,False
ross1983,The influence of the church in governance can be clearly seen here in contemporary writings and ninth-century lawmaking,1983,F2,article,Ross M Clunies,,0.833,1,0,False
thee1980,Militarism and Militarization in Contemporary International Relations,1980,F2,incollection,Thee M.,,0.917,2,0,False
baker1997,From Military Geography to Militarism's Geographies: Disciplinary Engagements with the Geographies of Militarism and Military Activities,1997,F2,incollection,Baker,,0.833,1,0,False
khoroshev2007,"Childhood in Viking and Hiberno-Scandinavian Dublin, 800-1100",2007,F2,incollection,Khoroshev A. S.,,1.0,2,0,False
kotowicz2007,Zabawka czy oręż ćwiczebny? przyczynek do badań nad problematyką drewnianych naśladownictw średniowiecznych mieczy,2007,F2,incollection,Kotowicz P. N.,,0.917,2,0,False
macgregor1978,Industry and commerce in Anglo-Scandinavian York,1978,F2,misc,Macgregor,,0.75,1,0,False
binns1963,The Viking century in East Yorkshire,1963,F2,article,Binns A.,,0.583,1,0,False
booth1987,Coinage in ninth-century Northumbria c790-c810,1987,F2,incollection,Booth J.,,0.833,1,0,False
booth1997,Northumbrian coinage and the productive site at South Newbald,1997,F2,article,Booth J.,,0.833,1,0,False
bulock1960,"The Celtic, Saxon and Scandinavian settlement at Meols in the Wirral",1960,F2,article,Bu'lock J.,,0.833,1,0,False
clark1966,The Invasion Hypothesis in British Archaeology,1966,F2,article,Clark Grahame,10.1017/s0003598x00032488,1.0,1,0,False
craig2010,Burial Practices in Northern England c AD 650-850: A Bio-cultural Approach (unpubl PhD thesis,2010,F2,book,Craig E.,,0.667,1,0,False
cramp1976,Analysis of the finds register and location plan of Whitby Abbey,1976,F2,incollection,Cramp Rosemary,,0.917,1,0,False
kemp1996,Anglian Settlement at 46-54 Fishergate,1996,F2,article,Kemp R.,,0.833,1,0,False
kershaw2008,"The distribution of the ""Winchester"" style in Late Saxon England: metalwork finds from the Danelaw",2008,F2,article,Kershaw Jane F.,,0.833,2,0,False
leahy2000,"Middle Anglo-Saxon metalwork from South Newbald and the ""productive site"" phenomenon in Yorkshire",2000,F2,incollection,Leahy Kevin,,0.917,2,0,False
morris1977,Northumbria and the Viking Settlement: The Evidence of Land-Holding,1977,F2,article,Morris Christopher D,,0.833,1,0,False
morris1984,Aspects of Scandinavian settlement in Northern England: a review,1984,F2,article,Morris Christopher D,10.1179/nhi.1984.20.1.1,1.0,1,0,False
naismith2011,The Coinage of Southern England,2011,F2,book,Naismith RORY,,0.778,1,0,False
naylor2001,York and Its Region in the Eighth and Ninth Centuries Ad: An Archaeological Study,2001,F2,article,Naylor John,10.1111/1468-0092.00124,1.0,1,0,False
peers1943,The Saxon monastery of Whitby,1943,F2,article,Peers C.,,0.833,1,0,False
powlesland1998,The West Heslerton assessment,1998,F2,article,Powlesland Dominic,10.11141/ia.5.4,0.917,1,0,False
rahtz1967,Whitby 1958,1967,F2,article,Rahtz P.,,0.833,1,0,False
schoenfelder2011,Norse bellsa Scandinavian colonial artefact,2011,F2,article,Schoenfelder M.,,0.833,1,0,False
stocker2007b,Pre-Conquest stoneworkthe early graveyard in context' in S Mays,2007,F2,incollection,Stocker David,,0.833,1,0,False
thomas2003,"Late Anglo-Saxon and Viking-Age Strap-Ends, 750-1100, Part 1. Finds Research Group",2003,F2,incollection,Thomas Gabor,,0.667,2,0,False
townend2014,,2014,F2,misc,Townend M.,,0.5,1,0,False
williams1988,Late Saxon Stirrup-Strap Mounts: A Classification and Catalogue,1988,F2,article,Williams Daniel R.,,0.583,1,0,False
wrathmell2012,Dating the Foundation of the Medieval Village,2012,F2,book,Wrathmell S.,,0.667,1,0,False
richards2014,Viking Age Yorkshire,2014,F2,book,Richards Julian D.,,0.667,2,0,False
richards2015,The impact of the Viking settlement in Northumbria: Torksey and the 'Great Army',2015,F2,misc,Richards Julian D.,,0.75,1,0,False
richards1983,Excavations at the Viking Barrow Cemetery,1983,F2,misc,Richards,,0.75,1,0,False
williams1983,Raiding and Warfare in the North Sea and Baltic: The Impact of the Viking Age,1983,F2,misc,Williams,,0.75,1,0,False
swanton1970,The Anglo-Saxon Chronicle: A Revised Edition,1970,F2,book,Swanton Michael O.,,0.667,1,0,False
cluniesross1985,Concubinage in Anglo-Saxon England,1985,F2,article,Clunies Ross M.,10.1093/past/108.1.3,1.0,1,0,False
james1997,"The Militarisation of Roman Society, 400-700",1997,F2,incollection,James Edward,,0.75,2,0,False
woodward2004,Military Geographies,2004,F2,book,Woodward Rachel,10.1002/9780470774793,0.778,1,0,False
beskowsjoberg1987a,Funerary Rites and Artefacts in Island Communities,1987,F2,misc,Beskow Sjöberg S.,,0.75,2,0,False
beltznd,Wendische Altertümer. -Jahrbuch des Vereins für meklenburgische Geschichte und Alterthumskunde 58,1893,F2,book,Beltz R.,,0.667,1,0,False
clark1984,The Archaeology of Medieval England. -British Museum,1984,F2,book,Clark H.,,0.667,1,0,False
davis1983,Investigating the Diffusion of Stylistic Innovations,1983,F2,incollection,Davis DAVE D.,10.1016/b978-0-12-003106-1.50007-9,0.833,1,0,False
fehring1987,Einführung in die Archäologie des Mittelalters. -Wissenschaftliche Buchgesellschaft,1987,F2,book,Fehring G. P.,,0.667,1,0,False
fehring1995,Die Stadtkirche St. Dionysius in Esslingen a. N. Archäologie und Baugeschichte. Die archäologische Untersuchung und ihre Baugeschichte,1995,F2,book,Fehring,,0.889,2,0,False
gerrard2003,Medieval Archaeology. Understanding Traditions and Contemporary Approaches. -Routledge,2003,F2,book,Gerrard C.,,0.667,1,0,False
hubener1959,Die Keramik von Haithabu. -Ausgrabungen in Haithabu 2,1959,F2,book,Hübener W.,,0.778,1,0,False
karlin1922,Nordiska arkeologmötet i Stockholm,1922,F2,book,Karlin G.,,0.667,1,0,False
liebgott1989,Dansk Middelalderarkaeologi,1989,F2,misc,Liebgott N.-K,,0.75,2,0,False
lischnd,Komentarji v / Comments in: Jahrbuch des Vereins für mecklenburgische Geschichte und Altertumskunde 12,1847,F2,book,Lisch F.,,0.667,1,0,False
moreland1991,Method and theory in medieval archaeology in the 1990's. -archeologia medievale 18,1991,F2,book,Moreland J. F.,,0.667,1,0,False
sorensen1989,Ignoring Innovation -Denying Change: The Role of Iron and the Impact of External Influences on the Transformation of Scandinavian Societies 800-500 Bc,1989,F2,incollection,Sørensen Meulengracht,,0.833,1,0,False
verhaeghe1994,Medieval and Later Social Networks: The Contribution of Archaeology,1994,F2,incollection,Verhaeghe Frans,,0.833,1,0,False
wiessner1939,Die Bedeutung der Grabung Wollin 1934. Methodische Grundlagen für die Erforschung der Wikinger-und Slawen-Siedlung Wollin,1939,F2,incollection,Wiessner Polly,,0.833,1,0,False
desha2000,Kamehameha and his Warrior Kekūhaupi'o,2000,F2,book,Desha S. L.,,0.667,1,0,False
honolulu1991,Honolulu (Kamehameha Schools Press).,1991,F2,incollection,Honolulu,,0.917,1,0,False
dining1980,"Islands and Beaches: Discourse on a Silent Land, Marquesas 1774-1880",1980,F2,incollection,Dining Greg,,0.5,1,0,False
athens2017,"Online, retrieved 22",2017,F2,incollection,Athens,,0.833,1,0,False
oxfordroutledge2016,"Past mirrors: Thucydides, Sahlins and the Bronze and Viking Ages",2016,F2,book,Oxford (routledge ).,,0.667,1,0,False
graeber2017,,2017,F2,misc,Graeber D.,,0.5,1,0,False
redknap2004b,"Land, Sea and Home: Viking-period Settlement",2004,F2,book,,,0.667,1,0,False
amkreutz2004,Something Out of the Ordinary? Interpreting Diversity in the Early Neolithic Linearbandkeramik and Beyond. Cambridge (Cambridge Scholars,2004,F2,article,Amkreutz L.,,0.75,1,0,False
lewis1972,"We, the Navigators:",1972,F2,misc,Lewis David M,10.1515/9780824895396,0.75,1,0,False
mattes2016,"Samoan Archaeology and Cultural History: Monuments and People, Memory and History",2016,F2,incollection,Mattes J.,,0.833,1,0,False
mattes2008,Frühe Kultbauten: Studien zur Archäologie sakraler Plätze in Südskandinavien,2008,F2,incollection,Mattes J.,,0.5,1,0,False
comacchio1983,"Comacchio (Brepols). Hodges, R. &",1983,F2,misc,Comacchio (.,,0.75,1,0,False
whitehouse1983,"Mohammed, Charlemagne and the Origins of Europe",1983,F2,misc,Whitehouse D.,,0.75,1,0,False
hooper2006,"Pacifi c Encounters: Art and Divinity in Polynesia, 1760-1860",2006,F2,incollection,Hooper S.,,0.5,1,0,False
kirch1985,Feathered Gods and Fishhooks: an Introduction to Hawaiian Archaeology and Prehistory,1985,F2,incollection,Kirch P. V.,,0.833,1,0,False
kristiansen1998,Europe before History,1998,F2,incollection,Kristiansen Karsten,,0.5,1,0,False
space2015,De första vikingarna? Populär Arkeologi 2. 10-15. -. In press,2015,F2,incollection,Space,,0.833,1,0,False
rainbird2015,109-132,2015,F2,incollection,Rainbird P.,,0.917,1,0,False
ratnagar2001,The Bronze Age: Unique Instance of a Pre- Industrial World System? Current Anthropology 42,2001,F2,incollection,Ratnagar S.,,0.5,1,0,False
jp2010,"Pre-Christian Religions of the North and the Need for Comparativism: Refl ections on Why, How and With What We Can Compare",2010,F2,book,,,0.667,1,0,False
sherratt1993,What Would a Bronze-Age World System Look Like? Relations Between Temperate Europe and the Mediterranean in Later Prehistory,1993,F2,article,Sherratt Andrew,10.1179/096576693800719293,1.0,1,0,False
clark2008,211-226,2008,F2,incollection,Clark,,0.917,1,0,False
valeri1985,Kingship and Sacrifi ce: Ritual and Society in Ancient Hawaii,1985,F2,incollection,Valeri V.,,0.75,1,0,False
malarlandskapen1993,Mälarlandskapen. Uppsala (KGAA).,1993,F2,article,Mälarlandskapen,,0.833,1,0,False
wallin1993,"Ceremonial Stone Structures: the Archaeology and Ethnohistory of the Marae Complex in the Society Islands, French Polynesia",1993,F2,incollection,Wallin Paul,,0.5,1,0,False
westerdahl1992,The Maritime Cultural Landscape,1992,F2,article,Westerdahl Christer,10.1111/j.1095-9270.1992.tb00336.x,0.75,1,0,False
jankuhn1975,Das Bronzegießerhandwerk in Haithabu',1975,F2,incollection,Jankuhn Herbert,,0.667,2,0,False
ramskou1999,Zwischen salzburg und oseberg: zu ursprung und ikonographie des nordischen greitierstils',1999,F2,incollection,Ramskou Heiko,,0.5,1,0,False
rundkvist2001,Recension: 'Völker an nord-und ostsee und die Franken: Akten des 48. sachsensymposiums',2001,F2,incollection,Rundkvist Martin &,,0.5,1,0,False
windgather1990,"Baekkegård and Glasergård: Two Cemeteries rom the Late Iron Age on Bornholm, Arkaeologiske studier",1990,F2,book,Windgather Peter,,0.667,1,0,False
windgather2003a,"Markets in Early Medieval Europe: Trading and 'Productive' sites, 650-850",2003,F2,incollection,Windgather Peter,,0.5,1,0,False
wright2004,"A Burial of a Viking Woman at Adwick-lestreet, south Yorkshire",2004,F2,misc,Wright Greg Speed and Penelope Walton Rogers,,0.75,1,0,False
sussex1997,"The Place-Names of the Lathes of St Augustine and Shipway, Kent",1997,F2,thesis,Sussex,,1.0,1,0,False
logue2003,The Great Army and the Scandinavian colonization and consolidation of power in northern England,2003,F2,book,Logue A.,,0.667,1,0,False
waitznda,Annales Bertiniani,1883,F2,book,Waitz R. G.,,0.667,1,0,False
birka1996,Vikingastaden lever upp igen i TV:s modell av 800-talets Birka,1996,F2,book,Birka,,0.667,1,0,False
ramskou1963,Vikingerne Ofrede Mennesker,1963,F2,article,Ramskou Thorkild,,0.75,4,0,False
almgren1981,Bronsnycklar Och Djurornamentik,1981,F2,book,Almgren,,0.667,1,0,False
unn2011,Analyses of Jet-like objects,2011,F2,incollection,unn plather,10.2307/jj.608256.9,0.833,1,0,False
