node_id,community_id,label
jenkins2008,11,Norwegian Prehistoric Archaeology and Sami Studies
johansen1981,11,Norwegian Prehistoric Archaeology and Sami Studies
kleppe1977,11,Norwegian Prehistoric Archaeology and Sami Studies
lannerbro1976,11,Norwegian Prehistoric Archaeology and Sami Studies
marstrander1977,11,Norwegian Prehistoric Archaeology and Sami Studies
mathiesen2005,11,Norwegian Prehistoric Archaeology and Sami Studies
melheim2015,11,Norwegian Prehistoric Archaeology and Sami Studies
mikkelsen1975,11,Norwegian Prehistoric Archaeology and Sami Studies
mulk1994,11,Norwegian Prehistoric Archaeology and Sami Studies
myhre1962,11,Norwegian Prehistoric Archaeology and Sami Studies
norell1987,11,Norwegian Prehistoric Archaeology and Sami Studies
nou2007,11,Norwegian Prehistoric Archaeology and Sami Studies
nyland2016,11,Norwegian Prehistoric Archaeology and Sami Studies
odner2000,11,Norwegian Prehistoric Archaeology and Sami Studies
ojala2009,11,Norwegian Prehistoric Archaeology and Sami Studies
olsen1985,11,Norwegian Prehistoric Archaeology and Sami Studies
olsen1991,11,Norwegian Prehistoric Archaeology and Sami Studies
pareli1991,11,Norwegian Prehistoric Archaeology and Sami Studies
prescott2009,11,Norwegian Prehistoric Archaeology and Sami Studies
schanche1985,11,Norwegian Prehistoric Archaeology and Sami Studies
scheen1979,11,Norwegian Prehistoric Archaeology and Sami Studies
serning1966,11,Norwegian Prehistoric Archaeology and Sami Studies
sjurseike1994,11,Norwegian Prehistoric Archaeology and Sami Studies
skandfer1996,11,Norwegian Prehistoric Archaeology and Sami Studies
skjolsvold1981,11,Norwegian Prehistoric Archaeology and Sami Studies
skjolsvold1984,11,Norwegian Prehistoric Archaeology and Sami Studies
smith2006,11,Norwegian Prehistoric Archaeology and Sami Studies
soborg1988,11,Norwegian Prehistoric Archaeology and Sami Studies
solberg1986,11,Norwegian Prehistoric Archaeology and Sami Studies
sommerseth2011,11,Norwegian Prehistoric Archaeology and Sami Studies
spangberg2014,11,Norwegian Prehistoric Archaeology and Sami Studies
spangen2010,11,Norwegian Prehistoric Archaeology and Sami Studies
stene2010,11,Norwegian Prehistoric Archaeology and Sami Studies
stenvik1988,11,Norwegian Prehistoric Archaeology and Sami Studies
svensson2006,11,Norwegian Prehistoric Archaeology and Sami Studies
swensen2017,11,Norwegian Prehistoric Archaeology and Sami Studies
trigger2006,11,Norwegian Prehistoric Archaeology and Sami Studies
vorren1965,11,Norwegian Prehistoric Archaeology and Sami Studies
wegraeus1971,11,Norwegian Prehistoric Archaeology and Sami Studies
zachrisson2015,11,Norwegian Prehistoric Archaeology and Sami Studies
zachrisson2012,11,Norwegian Prehistoric Archaeology and Sami Studies
skre2019,39,Early Medieval Political Geography and Trade
clarke2017,39,Early Medieval Political Geography and Trade
draganits2015,39,Early Medieval Political Geography and Trade
andren2014,39,Early Medieval Political Geography and Trade
ellmers1985,39,Early Medieval Political Geography and Trade
etchingham2014,39,Early Medieval Political Geography and Trade
sitzmann2008,39,Early Medieval Political Geography and Trade
skre2018,39,Early Medieval Political Geography and Trade
fidjestol1994,39,Early Medieval Political Geography and Trade
friisjensen1984,39,Early Medieval Political Geography and Trade
krag1991,39,Early Medieval Political Geography and Trade
marold2012,39,Early Medieval Political Geography and Trade
mundal2018,39,Early Medieval Political Geography and Trade
myrvoll2014,39,Early Medieval Political Geography and Trade
steinsland1991,39,Early Medieval Political Geography and Trade
sundqvist2000,39,Early Medieval Political Geography and Trade
andersen2017,39,Early Medieval Political Geography and Trade
adamsen2009,39,Early Medieval Political Geography and Trade
skre2010,39,Early Medieval Political Geography and Trade
wenskus1961,39,Early Medieval Political Geography and Trade
nasman1998,39,Early Medieval Political Geography and Trade
ljungkvist2015c,39,Early Medieval Political Geography and Trade
gansum2018,39,Early Medieval Political Geography and Trade
sundqvist2016,39,Early Medieval Political Geography and Trade
biggs2014,39,Early Medieval Political Geography and Trade
birgisson2007,39,Early Medieval Political Geography and Trade
bjordal2017,39,Early Medieval Political Geography and Trade
bradley1991,39,Early Medieval Political Geography and Trade
collis1995,39,Early Medieval Political Geography and Trade
dumville1977,39,Early Medieval Political Geography and Trade
feldman1975,39,Early Medieval Political Geography and Trade
fulk2014,39,Early Medieval Political Geography and Trade
grant1986,39,Early Medieval Political Geography and Trade
green1965,39,Early Medieval Political Geography and Trade
gutsmiedlschumann2018,39,Early Medieval Political Geography and Trade
gothberg2018,39,Early Medieval Political Geography and Trade
hall2006,39,Early Medieval Political Geography and Trade
heaney2001,39,Early Medieval Political Geography and Trade
heinertz1925,39,Early Medieval Political Geography and Trade
hodder1976,39,Early Medieval Political Geography and Trade
hardh2002,39,Early Medieval Political Geography and Trade
ilkjaer2001,39,Early Medieval Political Geography and Trade
imer2010,39,Early Medieval Political Geography and Trade
indrebo1932,39,Early Medieval Political Geography and Trade
jorpeland2018,39,Early Medieval Political Geography and Trade
klaeber1950,39,Early Medieval Political Geography and Trade
klaeber2014,39,Early Medieval Political Geography and Trade
lindkvist2003a,39,Early Medieval Political Geography and Trade
ljungkvist2017,39,Early Medieval Political Geography and Trade
malmros1999,39,Early Medieval Political Geography and Trade
malone1962,39,Early Medieval Political Geography and Trade
neidorf2013,39,Early Medieval Political Geography and Trade
neidorf2014,39,Early Medieval Political Geography and Trade
neidorf2017,39,Early Medieval Political Geography and Trade
nerman1942,39,Early Medieval Political Geography and Trade
niles2007,39,Early Medieval Political Geography and Trade
nasman1999,39,Early Medieval Political Geography and Trade
osborn2007,39,Early Medieval Political Geography and Trade
ostmo2018,39,Early Medieval Political Geography and Trade
pilo1993,39,Early Medieval Political Geography and Trade
pohl2009,39,Early Medieval Political Geography and Trade
rau1955,39,Early Medieval Political Geography and Trade
reichert1987,39,Early Medieval Political Geography and Trade
reichert1990,39,Early Medieval Political Geography and Trade
rix2015,39,Early Medieval Political Geography and Trade
sawyer1991,39,Early Medieval Political Geography and Trade
schlesinger1965,39,Early Medieval Political Geography and Trade
schnetz1990,39,Early Medieval Political Geography and Trade
scull2016,39,Early Medieval Political Geography and Trade
seiler2018,39,Early Medieval Political Geography and Trade
steuer2006,39,Early Medieval Political Geography and Trade
sundqvist2018,39,Early Medieval Political Geography and Trade
svennung1974,39,Early Medieval Political Geography and Trade
sorensen1982,39,Early Medieval Political Geography and Trade
talbot1954,39,Early Medieval Political Geography and Trade
taranger1934,39,Early Medieval Political Geography and Trade
teigen2007,39,Early Medieval Political Geography and Trade
wikborg2018,39,Early Medieval Political Geography and Trade
wolfram1971,39,Early Medieval Political Geography and Trade
wolfram2008,39,Early Medieval Political Geography and Trade
wolfram2009,39,Early Medieval Political Geography and Trade
wolfram2011,39,Early Medieval Political Geography and Trade
wood1994,39,Early Medieval Political Geography and Trade
wood1977,39,Early Medieval Political Geography and Trade
bergsveinn2007,39,Early Medieval Political Geography and Trade
granzweig2018,39,Early Medieval Political Geography and Trade
oehrl2017,43,Old Norse Mythology and Iconography
oehrl2019,43,Old Norse Mythology and Iconography
imer2001,43,Old Norse Mythology and Iconography
varenius1992,43,Old Norse Mythology and Iconography
ellmers1970,43,Old Norse Mythology and Iconography
faulkes1987,43,Old Norse Mythology and Iconography
bailey1980,43,Old Norse Mythology and Iconography
hauck1981,43,Old Norse Mythology and Iconography
hauck1978,43,Old Norse Mythology and Iconography
gudmundsdottir2015,43,Old Norse Mythology and Iconography
althaus1993,43,Old Norse Mythology and Iconography
andersson1968,43,Old Norse Mythology and Iconography
andreeff2014,43,Old Norse Mythology and Iconography
andren2012a,43,Old Norse Mythology and Iconography
bailey1996,43,Old Norse Mythology and Iconography
bailey2000,43,Old Norse Mythology and Iconography
bailey1988,43,Old Norse Mythology and Iconography
beck1964,43,Old Norse Mythology and Iconography
blindheim1972,43,Old Norse Mythology and Iconography
bohner1976,43,Old Norse Mythology and Iconography
calverleynd,43,Old Norse Mythology and Iconography
cumont1942,43,Old Norse Mythology and Iconography
devries1933,43,Old Norse Mythology and Iconography
egeler2015,43,Old Norse Mythology and Iconography
ellisdavidson1950,43,Old Norse Mythology and Iconography
ellisdavidson1969,43,Old Norse Mythology and Iconography
ellisdavidson1988,43,Old Norse Mythology and Iconography
ellmers1981,43,Old Norse Mythology and Iconography
ellmers1986,43,Old Norse Mythology and Iconography
eshleman1983,43,Old Norse Mythology and Iconography
fingerlin2010,43,Old Norse Mythology and Iconography
fuglesang2004,43,Old Norse Mythology and Iconography
graus1977,43,Old Norse Mythology and Iconography
guber2011,43,Old Norse Mythology and Iconography
hauck1954,43,Old Norse Mythology and Iconography
hauck1957,43,Old Norse Mythology and Iconography
hauck1980,43,Old Norse Mythology and Iconography
hauck1983,43,Old Norse Mythology and Iconography
hauck1994,43,Old Norse Mythology and Iconography
heinzle2010,43,Old Norse Mythology and Iconography
holmqvist1939,43,Old Norse Mythology and Iconography
holmqvist1952,43,Old Norse Mythology and Iconography
hyenstrand1989,43,Old Norse Mythology and Iconography
kopar2012,43,Old Norse Mythology and Iconography
lang1983,43,Old Norse Mythology and Iconography
lindqvist1962,43,Old Norse Mythology and Iconography
margeson1980,43,Old Norse Mythology and Iconography
mundal1998,43,Old Norse Mythology and Iconography
neckel1983,43,Old Norse Mythology and Iconography
nedoma1988,43,Old Norse Mythology and Iconography
north2001,43,Old Norse Mythology and Iconography
oehrl2006,43,Old Norse Mythology and Iconography
oehrl2011,43,Old Norse Mythology and Iconography
oehrl2013,43,Old Norse Mythology and Iconography
oehrl2014,43,Old Norse Mythology and Iconography
oehrl2015,43,Old Norse Mythology and Iconography
oehrl2016,43,Old Norse Mythology and Iconography
olrik1922,43,Old Norse Mythology and Iconography
quast2009,43,Old Norse Mythology and Iconography
reichert2003,43,Old Norse Mythology and Iconography
reitzenstein1924,43,Old Norse Mythology and Iconography
schreiner2000,43,Old Norse Mythology and Iconography
schreiner2004,43,Old Norse Mythology and Iconography
vonsee1981,43,Old Norse Mythology and Iconography
vonsee2009,43,Old Norse Mythology and Iconography
shetelig1933,43,Old Norse Mythology and Iconography
strom1956,43,Old Norse Mythology and Iconography
wilson1998,43,Old Norse Mythology and Iconography
hauck1982,43,Old Norse Mythology and Iconography
heusler1941,43,Old Norse Mythology and Iconography
wilhelm1952,43,Old Norse Mythology and Iconography
vanderhorst1982,43,Old Norse Mythology and Iconography
horst2010,43,Old Norse Mythology and Iconography
hultgard1987,43,Old Norse Mythology and Iconography
johansson2013,43,Old Norse Mythology and Iconography
lamm2003b,43,Old Norse Mythology and Iconography
mckinnell1994,43,Old Norse Mythology and Iconography
mckinnell2008,43,Old Norse Mythology and Iconography
meyernd,43,Old Norse Mythology and Iconography
north2003,43,Old Norse Mythology and Iconography
quast2002,43,Old Norse Mythology and Iconography
nordal1980,43,Old Norse Mythology and Iconography
stephensnda,43,Old Norse Mythology and Iconography
westphal2004,43,Old Norse Mythology and Iconography
williams1994,43,Old Norse Mythology and Iconography
faulkes1989,43,Old Norse Mythology and Iconography
kitzlerahfeldt2012,43,Old Norse Mythology and Iconography
raffield2019,49,"Childhood, Gender, and Social Roles"
larrington2016,49,"Childhood, Gender, and Social Roles"
norrman2000,49,"Childhood, Gender, and Social Roles"
odonoghue2004,49,"Childhood, Gender, and Social Roles"
bagerius2001,49,"Childhood, Gender, and Social Roles"
baxter2005,49,"Childhood, Gender, and Social Roles"
becker2007,49,"Childhood, Gender, and Social Roles"
bickerton2015,49,"Childhood, Gender, and Social Roles"
grahamcampbell2001h,49,"Childhood, Gender, and Social Roles"
bird2000,49,"Childhood, Gender, and Social Roles"
blackmore2011,49,"Childhood, Gender, and Social Roles"
boothby2004,49,"Childhood, Gender, and Social Roles"
bychowski2018,49,"Childhood, Gender, and Social Roles"
casey2010,49,"Childhood, Gender, and Social Roles"
chagnon1992,49,"Childhood, Gender, and Social Roles"
coltrane2006,49,"Childhood, Gender, and Social Roles"
connell2000,49,"Childhood, Gender, and Social Roles"
connell2005,49,"Childhood, Gender, and Social Roles"
crawford2007,49,"Childhood, Gender, and Social Roles"
damon2006,49,"Childhood, Gender, and Social Roles"
dommasnes2008b,49,"Childhood, Gender, and Social Roles"
ember2015,49,"Childhood, Gender, and Social Roles"
enloe2017,49,"Childhood, Gender, and Social Roles"
erikson1950,49,"Childhood, Gender, and Social Roles"
foote1979,49,"Childhood, Gender, and Social Roles"
pesch2018,49,"Childhood, Gender, and Social Roles"
gilligan1982,49,"Childhood, Gender, and Social Roles"
gilligan1990,49,"Childhood, Gender, and Social Roles"
gowland2001,49,"Childhood, Gender, and Social Roles"
gunnell2013,49,"Childhood, Gender, and Social Roles"
haapasalo2000,49,"Childhood, Gender, and Social Roles"
halstadmcguire2010b,49,"Childhood, Gender, and Social Roles"
handel2007,49,"Childhood, Gender, and Social Roles"
hays1982,49,"Childhood, Gender, and Social Roles"
higate2005,49,"Childhood, Gender, and Social Roles"
hinojosa2010,49,"Childhood, Gender, and Social Roles"
hollander1949,49,"Childhood, Gender, and Social Roles"
hooper2001,49,"Childhood, Gender, and Social Roles"
honwana2006,49,"Childhood, Gender, and Social Roles"
howard2000,49,"Childhood, Gender, and Social Roles"
kaland2008,49,"Childhood, Gender, and Social Roles"
kamp2015,49,"Childhood, Gender, and Social Roles"
keith2005,49,"Childhood, Gender, and Social Roles"
kimball2013,49,"Childhood, Gender, and Social Roles"
knusel2000,49,"Childhood, Gender, and Social Roles"
larrington2008,49,"Childhood, Gender, and Social Roles"
levine1990,49,"Childhood, Gender, and Social Roles"
lewissimpson2008,49,"Childhood, Gender, and Social Roles"
lillehammer2010,49,"Childhood, Gender, and Social Roles"
macinnes2016,49,"Childhood, Gender, and Social Roles"
mcguire2016,49,"Childhood, Gender, and Social Roles"
meggitt1977,49,"Childhood, Gender, and Social Roles"
mellor2014,49,"Childhood, Gender, and Social Roles"
murphy2017,49,"Childhood, Gender, and Social Roles"
mygland2010,49,"Childhood, Gender, and Social Roles"
hencken1933,49,"Childhood, Gender, and Social Roles"
orchard2011,49,"Childhood, Gender, and Social Roles"
orme1995,49,"Childhood, Gender, and Social Roles"
perkins1972,49,"Childhood, Gender, and Social Roles"
preston2014,49,"Childhood, Gender, and Social Roles"
raninen2008,49,"Childhood, Gender, and Social Roles"
scribner1965,49,"Childhood, Gender, and Social Roles"
reynolds1991,49,"Childhood, Gender, and Social Roles"
ross2018,49,"Childhood, Gender, and Social Roles"
shimahara1970,49,"Childhood, Gender, and Social Roles"
soderberg2017,49,"Childhood, Gender, and Social Roles"
sofaer2011,49,"Childhood, Gender, and Social Roles"
squires2013,49,"Childhood, Gender, and Social Roles"
swanton1997,49,"Childhood, Gender, and Social Roles"
underwood2006,49,"Childhood, Gender, and Social Roles"
varney2000,49,"Childhood, Gender, and Social Roles"
weinreich2009,49,"Childhood, Gender, and Social Roles"
weisner2015,49,"Childhood, Gender, and Social Roles"
weisner1977,49,"Childhood, Gender, and Social Roles"
werner1964,49,"Childhood, Gender, and Social Roles"
wessells2006,49,"Childhood, Gender, and Social Roles"
whaley2009,49,"Childhood, Gender, and Social Roles"
whitehouse2017,49,"Childhood, Gender, and Social Roles"
woolf2017,49,"Childhood, Gender, and Social Roles"
halcrow2008,49,"Childhood, Gender, and Social Roles"
pedersen2014a,49,"Childhood, Gender, and Social Roles"
smallwood2007,49,"Childhood, Gender, and Social Roles"
downham2017,49,"Childhood, Gender, and Social Roles"
braconi2005,49,"Childhood, Gender, and Social Roles"
hadley2016a,49,"Childhood, Gender, and Social Roles"
worldhealthorganization2018,49,"Childhood, Gender, and Social Roles"
tacitus1999a,49,"Childhood, Gender, and Social Roles"
